Name,ID,Has Item,Mod,Class,Display Name
GalacticraftCore:tile.cargo,700,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockCargoLoader,Cargo Loader
GalacticraftCore:tile.rocketWorkbench,701,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockNasaWorkbench,NASA Workbench
GalacticraftCore:tile.gcBlockCore,702,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockBasic,tile.gcBlockCore.null.name
GalacticraftCore:tile.airLockFrame,703,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockAirLockFrame,Air Lock Frame
GalacticraftCore:tile.airLockSeal,704,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockAirLockWall,Air Lock Seal
GalacticraftCore:tile.enclosed,705,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockEnclosed,tile.enclosed.null.name
GalacticraftCore:tile.spaceStationBase,706,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockSpaceStationBase,Space Station arrival block
GalacticraftCore:tile.dummyblock,707,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockMulti,tile.dummyblock.null.name
GalacticraftCore:tile.parachest,708,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockParaChest,Parachest
GalacticraftCore:tile.solar,709,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockSolar,Basic Solar Panel
GalacticraftCore:tile.dish,710,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockDish,Communications Dish
GalacticraftCore:tile.machine,711,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockMachine,Coal Generator
GalacticraftCore:tile.machine2,712,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockMachine2,Electric Compressor
GalacticraftCore:tile.machineTiered,713,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockMachineTiered,Energy Storage Module
GalacticraftCore:tile.aluminumWire,714,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockAluminumWire,Aluminum Wire
GalacticraftCore:tile.glowstoneTorch,715,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockGlowstoneTorch,Glowstone Torch
GalacticraftCore:tile.fallenMeteor,716,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockFallenMeteor,Fallen Meteor
GalacticraftCore:tile.moonBlock,717,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockBasicMoon,Copper Ore
GalacticraftCore:tile.cheeseBlock,718,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockCheese,Block of Cheese
GalacticraftCore:tile.spinThruster,719,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockSpinThruster,Spin Thruster
GalacticraftCore:tile.viewScreen,720,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockScreen,Display Screen
GalacticraftCore:tile.telemetry,721,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockTelemetry,Telemetry Unit
GalacticraftCore:tile.arclamp,722,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockBrightLamp,Arc Lamp
GalacticraftCore:tile.treasureChest,723,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockT1TreasureChest,Treasure Chest
GalacticraftCore:tile.tinStairs1,724,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockStairsGC,Tin Decoration Stairs
GalacticraftCore:tile.tinStairs2,725,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockStairsGC,Tin Decoration Stairs
GalacticraftCore:tile.moonStoneStairs,726,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockStairsGC,Moon Rock Stairs
GalacticraftCore:tile.moonBricksStairs,727,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockStairsGC,Moon Dungeon Brick Stairs
GalacticraftCore:tile.wallGC,728,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockWallGC,Tin Decoration Wall
GalacticraftCore:slabGCHalf,729,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockSlabGC,Tin Decoration Slab
GalacticraftCore:slabGCDouble,730,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockSlabGC,tile.slabGCDouble.tinSlab.name
GalacticraftCore:tile.unlitTorch_Stone,731,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockUnlitTorch,Stone Torch
GalacticraftCore:tile.unlitTorchLit_Stone,732,true,GalacticraftCore,micdoodle8.mods.galacticraft.core.blocks.BlockUnlitTorch,Stone Torch
GalacticraftMars:tile.treasureT2,733,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.blocks.BlockTier2TreasureChest,Tier 2 Treasure Chest
GalacticraftMars:tile.treasureT3,734,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.blocks.BlockTier3TreasureChest,Tier 3 Treasure Chest
GalacticraftMars:tile.asteroidsBlock,735,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.blocks.BlockBasicAsteroids,Asteroid Rock
GalacticraftMars:tile.walkway,736,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.blocks.BlockWalkway,Walkway
GalacticraftMars:tile.walkwayWire,737,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.blocks.BlockWalkway,Walkway
GalacticraftMars:tile.walkwayOxygenPipe,738,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.blocks.BlockWalkway,Walkway
GalacticraftMars:tile.beamReflector,739,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.blocks.BlockBeamReflector,Energy Beam Reflector
GalacticraftMars:tile.beamReceiver,740,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.blocks.BlockBeamReceiver,Energy Beam Receiver
GalacticraftMars:tile.telepadShort,741,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.blocks.BlockShortRangeTelepad,Short Range Telepad
GalacticraftMars:tile.telepadFake,742,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.blocks.BlockTelepadFake,Short Range Telepad
GalacticraftMars:tile.denseIce,743,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.blocks.BlockIceAsteroids,Dense Ice
GalacticraftMars:tile.minerBase,744,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.blocks.BlockMinerBase,Astro Miner Base
GalacticraftMars:tile.minerBaseFull,745,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.blocks.BlockMinerBaseFull,Astro Miner Base
GalacticraftMars:tile.sludge,746,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.blocks.BlockSludge,Bacterial Sludge
GalacticraftMars:tile.mars,747,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.blocks.BlockBasicMars,Copper Ore
GalacticraftMars:tile.cavernVines,748,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.blocks.BlockCavernousVine,Cavernous Vines
GalacticraftMars:tile.slimelingEgg,749,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.blocks.BlockSlimelingEgg,Red Slimeling Egg
GalacticraftMars:tile.creeperEgg,750,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.blocks.BlockCreeperEgg,Creeper Egg
GalacticraftMars:tile.marsMachine,751,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.blocks.BlockMachineMars,Terraformer
GalacticraftMars:tile.marsMachineT2,752,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.blocks.BlockMachineMarsT2,Gas Liquefier
GalacticraftMars:tile.marsCobblestoneStairs,753,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.blocks.BlockStairsGC,Mars Cobblestone Stairs
GalacticraftMars:tile.marsDungeonBricksStairs,754,true,GalacticraftMars,micdoodle8.mods.galacticraft.core.blocks.BlockStairsGC,Mars Dungeon Brick Stairs
GalacticraftMars:tile.hydrogenPipe,755,true,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.blocks.BlockHydrogenPipe,Hydrogen Pipe
Natura:soil.tainted,756,true,Natura,mods.natura.blocks.nether.TaintedSoil,Tainted Soil
Natura:heatsand,757,true,Natura,mods.natura.blocks.nether.HeatSand,Heat Sand
Natura:NetherFurnace,758,true,Natura,mods.natura.blocks.tech.NetherrackFurnaceBlock,Nether Furnace
Natura:Obelisk,759,true,Natura,mods.natura.blocks.tech.RespawnObelisk,Obelisk
Natura:NetherGlass,760,true,Natura,mods.natura.blocks.nether.NetherGlass,Soul Glass
Natura:BrailPowered,761,true,Natura,mods.natura.blocks.tech.BlazeRailPowered,Powered Blaze Rail
Natura:BrailDetector,762,true,Natura,mods.natura.blocks.tech.BlazeRailDetector,Detector Blaze Rail
Natura:Blazerail,763,true,Natura,mods.natura.blocks.tech.BlazeRail,Blaze Rail
Natura:BrailActivator,764,true,Natura,mods.natura.blocks.tech.BlazeRailPowered,Activator Blaze Rail
Natura:NetherHopper,765,true,Natura,mods.natura.blocks.tech.BlazeHopper,Hopper
Natura:NetherPressurePlate,766,true,Natura,mods.natura.blocks.overrides.AlternatePressurePlate,Pressure Plate
Natura:NetherButton,767,true,Natura,mods.natura.blocks.overrides.NetherrackButton,Button
Natura:NetherLever,768,true,Natura,mods.natura.blocks.overrides.NetherLever,Lever
Natura:Thornvines,769,true,Natura,mods.natura.blocks.crops.ThornVines,Thornvines
Natura:Glowshroom,770,true,Natura,mods.natura.blocks.crops.Glowshroom,Green Glowshroom
Natura:greenGlowshroom,771,true,Natura,mods.natura.blocks.crops.LargeGlowshroom,Green Glowshroom
Natura:purpleGlowshroom,772,true,Natura,mods.natura.blocks.crops.LargeGlowshroom,Purple Glowshroom
Natura:blueGlowshroom,773,true,Natura,mods.natura.blocks.crops.LargeGlowshroom,Blue Glowshroom
Natura:NetherBerryBush,774,true,Natura,mods.natura.blocks.crops.NetherBerryBush,Blightberry Bush
Natura:BerryBush,775,true,Natura,mods.natura.blocks.crops.BerryBush,Raspberry Bush
Natura:N Crops,776,true,Natura,mods.natura.blocks.crops.CropBlock,Crops
Natura:Saguaro,777,true,Natura,mods.natura.blocks.trees.SaguaroBlock,Saguaro Cactus
Natura:Bluebells,778,true,Natura,mods.natura.blocks.crops.FlowerBlock,Bluebells
Natura:GrassBlock,779,true,Natura,mods.natura.blocks.GrassBlock,Topiary Grass
Natura:GrassSlab,780,true,Natura,mods.natura.blocks.GrassSlab,Topiary Grass Slab
Natura:GrassSlabDouble,781,true,Natura,mods.natura.blocks.GrassSlab,Topiary Grass Slab
Natura:Cloud,782,true,Natura,mods.natura.blocks.CloudBlock,Cloud
Natura:Rare Sapling,783,true,Natura,mods.natura.blocks.trees.OverworldSapling,Maple Sapling
Natura:florasapling,784,true,Natura,mods.natura.blocks.trees.NSaplingBlock,Redwood Sapling
Natura:tree,785,true,Natura,mods.natura.blocks.trees.TreeBlock,Eucalyptus Wood
Natura:redwood,786,true,Natura,mods.natura.blocks.trees.SimpleLog,Redwood Bark
Natura:willow,787,true,Natura,mods.natura.blocks.trees.WillowBlock,Willow Wood
Natura:bloodwood,788,true,Natura,mods.natura.blocks.trees.LogTwoxTwo,Bloodwood
Natura:Rare Tree,789,true,Natura,mods.natura.blocks.trees.OverworldTreeBlock,Maple Wood
Natura:Dark Tree,790,true,Natura,mods.natura.blocks.trees.DarkTreeBlock,Darkwood
Natura:floraleaves,791,true,Natura,mods.natura.blocks.trees.NLeaves,Redwood Leaves
Natura:floraleavesnocolor,792,true,Natura,mods.natura.blocks.trees.NLeavesNocolor,Sakura Leaves
Natura:Rare Leaves,793,true,Natura,mods.natura.blocks.trees.OverworldLeaves,Maple Leaves
Natura:Dark Leaves,794,true,Natura,mods.natura.blocks.trees.NLeavesDark,Darkwood Leaves
Natura:planks,795,true,Natura,mods.natura.blocks.trees.Planks,Eucalyptus Planks
Natura:Natura.workbench,796,true,Natura,mods.natura.blocks.overrides.AlternateWorkbench,Crafting Table
Natura:Natura.bookshelf,797,true,Natura,mods.natura.blocks.overrides.AlternateBookshelf,Bookshelf
Natura:stair.eucalyptus,798,true,Natura,mods.natura.blocks.NStairs,Eucalyptus Stairs
Natura:stair.sakura,799,true,Natura,mods.natura.blocks.NStairs,Sakura Stairs
Natura:stair.ghostwood,800,true,Natura,mods.natura.blocks.NStairs,Ghostwood Stairs
Natura:stair.redwood,801,true,Natura,mods.natura.blocks.NStairs,Redwood Stairs
Natura:stair.bloodwood,802,true,Natura,mods.natura.blocks.NStairs,Blood Stairs
Natura:stair.hopseed,803,true,Natura,mods.natura.blocks.NStairs,Hopseed Stairs
Natura:stair.maple,804,true,Natura,mods.natura.blocks.NStairs,Maple Stairs
Natura:stair.silverbell,805,true,Natura,mods.natura.blocks.NStairs,Silverbell Stairs
Natura:stair.amaranth,806,true,Natura,mods.natura.blocks.NStairs,Amaranth Stairs
Natura:stair.tiger,807,true,Natura,mods.natura.blocks.NStairs,Tigerwood Stairs
Natura:stair.willow,808,true,Natura,mods.natura.blocks.NStairs,Willow Stairs
Natura:stair.darkwood,809,true,Natura,mods.natura.blocks.NStairs,Darkwood Stairs
Natura:stair.fusewood,810,true,Natura,mods.natura.blocks.NStairs,Fusewood Stairs
Natura:plankSlab1Double,811,true,Natura,mods.natura.blocks.PlankSlab1,Eucalyptus Slab
Natura:plankSlab1,812,true,Natura,mods.natura.blocks.PlankSlab1,Eucalyptus Slab
Natura:plankSlab2Double,813,true,Natura,mods.natura.blocks.PlankSlab2,Amaranth Slab
Natura:plankSlab2,814,true,Natura,mods.natura.blocks.PlankSlab2,Amaranth Slab
Natura:trapdoor.eucalyptus,815,true,Natura,mods.natura.blocks.NTrapdoor,Eucalyptus Trapdoor
Natura:trapdoor.sakura,816,true,Natura,mods.natura.blocks.NTrapdoor,Sakura Trapdoor
Natura:trapdoor.ghostwood,817,true,Natura,mods.natura.blocks.NTrapdoor,Ghostwood Trapdoor
Natura:trapdoor.redwood,818,true,Natura,mods.natura.blocks.NTrapdoor,Redwood Trapdoor
Natura:trapdoor.bloodwood,819,true,Natura,mods.natura.blocks.NTrapdoor,Blood Trapdoor
Natura:trapdoor.hopseed,820,true,Natura,mods.natura.blocks.NTrapdoor,Hopseed Trapdoor
Natura:trapdoor.maple,821,true,Natura,mods.natura.blocks.NTrapdoor,Maple Trapdoor
Natura:trapdoor.amaranth,822,true,Natura,mods.natura.blocks.NTrapdoor,Amaranth Trapdoor
Natura:trapdoor.silverbell,823,true,Natura,mods.natura.blocks.NTrapdoor,Silverbell Trapdoor
Natura:trapdoor.tiger,824,true,Natura,mods.natura.blocks.NTrapdoor,Tigerwood Trapdoor
Natura:trapdoor.willow,825,true,Natura,mods.natura.blocks.NTrapdoor,Willow Trapdoor
Natura:trapdoor.darkwood,826,true,Natura,mods.natura.blocks.NTrapdoor,Darkwood Trapdoor
Natura:trapdoor.fusewood,827,true,Natura,mods.natura.blocks.NTrapdoor,Fusewood Trapdoor
Natura:Natura.fence,828,true,Natura,mods.natura.blocks.overrides.AlternateFence,Eucalyptus Fence
Natura:fenceGate.eucalyptus,829,true,Natura,mods.natura.blocks.NFenceGate,Eucalyptus Fence Gate
Natura:fenceGate.sakura,830,true,Natura,mods.natura.blocks.NFenceGate,Sakura Fence Gate
Natura:fenceGate.ghostwood,831,true,Natura,mods.natura.blocks.NFenceGate,Ghostwood Fence Gate
Natura:fenceGate.redwood,832,true,Natura,mods.natura.blocks.NFenceGate,Redwood Fence Gate
Natura:fenceGate.bloodwood,833,true,Natura,mods.natura.blocks.NFenceGate,Blood Fence Gate
Natura:fenceGate.hopseed,834,true,Natura,mods.natura.blocks.NFenceGate,Hopseed Fence Gate
Natura:fenceGate.maple,835,true,Natura,mods.natura.blocks.NFenceGate,Maple Fence Gate
Natura:fenceGate.amaranth,836,true,Natura,mods.natura.blocks.NFenceGate,Amaranth Fence Gate
Natura:fenceGate.silverbell,837,true,Natura,mods.natura.blocks.NFenceGate,Silverbell Fence Gate
Natura:fenceGate.tiger,838,true,Natura,mods.natura.blocks.NFenceGate,Tigerwood Fence Gate
Natura:fenceGate.willow,839,true,Natura,mods.natura.blocks.NFenceGate,Willow Fence Gate
Natura:fenceGate.darkwood,840,true,Natura,mods.natura.blocks.NFenceGate,Darkwood Fence Gate
Natura:fenceGate.fusewood,841,true,Natura,mods.natura.blocks.NFenceGate,Fusewood Fence Gate
Natura:pressureplate.eucalyptus,842,true,Natura,mods.natura.blocks.NPressurePlate,Eucalyptus Pressure Plate
Natura:pressureplate.sakura,843,true,Natura,mods.natura.blocks.NPressurePlate,Sakura Pressure Plate
Natura:pressureplate.ghostwood,844,true,Natura,mods.natura.blocks.NPressurePlate,Ghostwood Pressure Plate
Natura:pressureplate.redwood,845,true,Natura,mods.natura.blocks.NPressurePlate,Redwood Pressure Plate
Natura:pressureplate.bloodwood,846,true,Natura,mods.natura.blocks.NPressurePlate,Blood Pressure Plate
Natura:pressureplate.hopseed,847,true,Natura,mods.natura.blocks.NPressurePlate,Hopseed Pressure Plate
Natura:pressureplate.maple,848,true,Natura,mods.natura.blocks.NPressurePlate,Maple Pressure Plate
Natura:pressureplate.amaranth,849,true,Natura,mods.natura.blocks.NPressurePlate,Amaranth Pressure Plate
Natura:pressureplate.silverbell,850,true,Natura,mods.natura.blocks.NPressurePlate,Silverbell Pressure Plate
Natura:pressureplate.tiger,851,true,Natura,mods.natura.blocks.NPressurePlate,Tigerwood Pressure Plate
Natura:pressureplate.willow,852,true,Natura,mods.natura.blocks.NPressurePlate,Willow Pressure Plate
Natura:pressureplate.darkwood,853,true,Natura,mods.natura.blocks.NPressurePlate,Darkwood Pressure Plate
Natura:pressureplate.fusewood,854,true,Natura,mods.natura.blocks.NPressurePlate,Fusewood Pressure Plate
Natura:button.eucalyptus,855,true,Natura,mods.natura.blocks.NButton,Eucalyptus Button
Natura:button.sakura,856,true,Natura,mods.natura.blocks.NButton,Sakura Button
Natura:button.ghostwood,857,true,Natura,mods.natura.blocks.NButton,Ghostwood Button
Natura:button.redwood,858,true,Natura,mods.natura.blocks.NButton,Redwood Button
Natura:button.bloodwood,859,true,Natura,mods.natura.blocks.NButton,Blood Button
Natura:button.hopseed,860,true,Natura,mods.natura.blocks.NButton,Hopseed Button
Natura:button.maple,861,true,Natura,mods.natura.blocks.NButton,Maple Button
Natura:button.amaranth,862,true,Natura,mods.natura.blocks.NButton,Amaranth Button
Natura:button.silverbell,863,true,Natura,mods.natura.blocks.NButton,Silverbell Button
Natura:button.tiger,864,true,Natura,mods.natura.blocks.NButton,Tigerwood Button
Natura:button.willow,865,true,Natura,mods.natura.blocks.NButton,Willow Button
Natura:button.darkwood,866,true,Natura,mods.natura.blocks.NButton,Darkwood Button
Natura:button.fusewood,867,true,Natura,mods.natura.blocks.NButton,Fusewood Button
Natura:door.redwood,868,true,Natura,mods.natura.blocks.trees.NDoor,Redwood Door
Natura:door.eucalyptus,869,true,Natura,mods.natura.blocks.trees.NDoor,Eucalyptus Door
Natura:door.hopseed,870,true,Natura,mods.natura.blocks.trees.NDoor,Hopseed Door
Natura:door.sakura,871,true,Natura,mods.natura.blocks.trees.NDoor,Sakura Door
Natura:door.ghostwood,872,true,Natura,mods.natura.blocks.trees.NDoor,Ghostwood Door
Natura:door.bloodwood,873,true,Natura,mods.natura.blocks.trees.NDoor,Bloodwood Door
Natura:door.redwoodbark,874,true,Natura,mods.natura.blocks.trees.NDoor,Redwood Bark Door
BiomesOPlenty:mud,875,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockMud,Mud
BiomesOPlenty:driedDirt,876,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,Dried Dirt
BiomesOPlenty:rocks,877,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPRocks,Limestone
BiomesOPlenty:ash,878,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockAsh,Ash Block
BiomesOPlenty:flesh,879,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockFlesh,Flesh
BiomesOPlenty:plants,880,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPPlant,Dead Grass
BiomesOPlenty:flowers,881,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPFlower,Clover
BiomesOPlenty:flowers2,882,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPFlower2,Pink Hibiscus
BiomesOPlenty:stoneFormations,883,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockStoneFormations,Stalagmite
BiomesOPlenty:mushrooms,884,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPMushroom,Toadstool
BiomesOPlenty:willow,885,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockWillow,Willow
BiomesOPlenty:ivy,886,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockIvy,Ivy
BiomesOPlenty:treeMoss,887,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockTreeMoss,Tree Moss
BiomesOPlenty:flowerVine,888,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockFlowerVine,Flowering Vines
BiomesOPlenty:wisteria,889,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockWisteria,Wisteria
BiomesOPlenty:lilyBop,890,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLilypad,Medium Lily Pad
BiomesOPlenty:foliage,891,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPFoliage,Duckweed
BiomesOPlenty:fruitBop,892,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPFruit,Apple
BiomesOPlenty:turnip,893,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockTurnip,Turnip
BiomesOPlenty:coral1,894,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPCoral,Kelp
BiomesOPlenty:coral2,895,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPCoral,Algae
BiomesOPlenty:ashStone,896,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,Ash Stone
BiomesOPlenty:hardIce,897,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,Hardened Ice
BiomesOPlenty:appleLeaves,898,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPAppleLeaves,Apple Leaves
BiomesOPlenty:persimmonLeaves,899,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPPersimmonLeaves,Persimmon Leaves
BiomesOPlenty:moss,900,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockMoss,Moss
BiomesOPlenty:bamboo,901,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBamboo,Bamboo
BiomesOPlenty:mudBricks,902,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,Mud Bricks
BiomesOPlenty:originGrass,903,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockOriginGrass,Origin Grass Block
BiomesOPlenty:longGrass,904,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockLongGrass,Long Grass Block
BiomesOPlenty:overgrownNetherrack,905,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockOvergrownNetherrack,Overgrown Netherrack
BiomesOPlenty:bopGrass,906,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGrass,Spectral Moss
BiomesOPlenty:newBopGrass,907,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPNewGrass,Loamy Grass Block
BiomesOPlenty:newBopDirt,908,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPNewDirt,Loamy Dirt
BiomesOPlenty:newBopFarmland,909,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPNewFarmland,Loamy Farmland
BiomesOPlenty:logs1,910,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLog,Sacred Oak Wood
BiomesOPlenty:logs2,911,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLog,Ethereal Wood
BiomesOPlenty:logs3,912,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLog,Redwood Wood
BiomesOPlenty:logs4,913,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLog,Pine Wood
BiomesOPlenty:leaves1,914,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLeaves,Yellow Autumn Leaves
BiomesOPlenty:leaves2,915,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLeaves,Dying Leaves
BiomesOPlenty:leaves3,916,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLeaves,Origin Leaves
BiomesOPlenty:leaves4,917,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPLeaves,Hellbark Leaves
BiomesOPlenty:petals,918,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPPetals,Giant Red Flower
BiomesOPlenty:saplings,919,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSapling,Apple Sapling
BiomesOPlenty:colorizedSaplings,920,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPColorizedSapling,Sacred Oak Sapling
BiomesOPlenty:hardSand,921,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,Hardened Sand
BiomesOPlenty:hardDirt,922,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,Hardened Dirt
BiomesOPlenty:biomeBlock,923,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,Biome Essence Ore
BiomesOPlenty:crystal,924,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,Celestial Crystal
BiomesOPlenty:gemOre,925,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGems,Ender Amethyst Ore
BiomesOPlenty:cragRock,926,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPGeneric,Crag Rock
BiomesOPlenty:hive,927,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockHive,Honeycomb Block
BiomesOPlenty:honeyBlock,928,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockHoney,Honey Block
BiomesOPlenty:bones,929,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBones,Small Bone Segment
BiomesOPlenty:grave,930,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockGrave,Gravestone
BiomesOPlenty:planks,931,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPPlank,Sacred Oak Wood Planks
BiomesOPlenty:woodenSingleSlab1,932,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,Sacred Oak Wood Slab
BiomesOPlenty:woodenDoubleSlab1,933,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,Sacred Oak Wood Slab
BiomesOPlenty:woodenSingleSlab2,934,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,Redwood Wood Slab
BiomesOPlenty:woodenDoubleSlab2,935,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,Redwood Wood Slab
BiomesOPlenty:stoneSingleSlab,936,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,Mud Bricks Slab
BiomesOPlenty:stoneDoubleSlab,937,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPSlab,Mud Bricks Slab
BiomesOPlenty:sacredoakStairs,938,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Sacred Oak Wood Stairs
BiomesOPlenty:cherryStairs,939,true,BiomesOPlenty,biomesoplenty.common.blocks.BlockBOPStairs,Cherry Wood Stairs
