Name,ID,Has Block,Mod,Class,Display Name
HardcoreEnderExpansion:death_flower,966,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockEndFlower,Death Flower
HardcoreEnderExpansion:decomposition_table,967,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Decomposition Table
HardcoreEnderExpansion:laboratory_obsidian,968,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Laboratory Obsidian
HardcoreEnderExpansion:corrupted_energy_high,969,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,"Unnamed Block, report to mod author."
HardcoreEnderExpansion:ravaged_brick_glow,970,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Glowing Ravaged Brick
HardcoreEnderExpansion:dungeon_puzzle,971,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes,Dungeon Puzzle (Triggerable - Unlit)
HardcoreEnderExpansion:laboratory_floor,972,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Laboratory Floor
HardcoreEnderExpansion:custom_spawner,973,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Spawner
HardcoreEnderExpansion:cinder,974,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Cinder
HardcoreEnderExpansion:spooky_leaves,975,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Spooky Leaves
HardcoreEnderExpansion:igneous_rock_ore,976,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Igneous Rock Ore
HardcoreEnderExpansion:enderman_head_block,977,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Enderman Head
HardcoreEnderExpansion:obsidian_end,978,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Falling Obsidian
HardcoreEnderExpansion:endium_ore,979,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Endium Ore
HardcoreEnderExpansion:crossed_decoration,980,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes,.name
HardcoreEnderExpansion:obsidian_special,981,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes,Smooth Obsidian
HardcoreEnderExpansion:block_special_effects,982,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes,specialEffects.0.name
HardcoreEnderExpansion:experience_table,983,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Experience Table
HardcoreEnderExpansion:ravaged_brick,984,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes,Ravaged Brick
HardcoreEnderExpansion:sphalerite,985,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes,Sphalerite
HardcoreEnderExpansion:ravaged_brick_fence,986,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Ravaged Brick Fence
HardcoreEnderExpansion:biome_core,987,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Biome Island Core
HardcoreEnderExpansion:essence_altar,988,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockEssenceAltar,Basic Essence Altar
HardcoreEnderExpansion:obsidian_special_glow,989,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes,Smooth Glowing Obsidian
HardcoreEnderExpansion:ravaged_brick_slab,990,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockSlab,Ravaged Brick Slab
HardcoreEnderExpansion:persegrit,991,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes,Persegrit
HardcoreEnderExpansion:endium_block,992,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Endium Block
HardcoreEnderExpansion:corrupted_energy_low,993,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,"Unnamed Block, report to mod author."
HardcoreEnderExpansion:transport_beacon,994,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Transport Beacon
HardcoreEnderExpansion:energy_extraction_table,995,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Extraction Table
HardcoreEnderExpansion:laboratory_glass,996,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Laboratory Glass
HardcoreEnderExpansion:spooky_log,997,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Spooky Log
HardcoreEnderExpansion:energy_cluster,998,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Energy Cluster
HardcoreEnderExpansion:enhanced_brewing_stand_block,999,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockEnhanceableTile,Enhanced Brewing Stand
HardcoreEnderExpansion:ender_goo,1000,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Ender Goo
HardcoreEnderExpansion:temple_end_portal,1001,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,End Portal
HardcoreEnderExpansion:ravaged_brick_smooth,1002,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Smooth Ravaged Brick
HardcoreEnderExpansion:ravaged_brick_stairs,1003,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Ravaged Brick Stairs
HardcoreEnderExpansion:accumulation_table,1004,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Accumulation Table
HardcoreEnderExpansion:laser_beam,1005,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Laser Beam
HardcoreEnderExpansion:instability_orb_ore,1006,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock,Instability Orb Ore
Forestry:core,1007,true,Forestry,forestry.core.items.ItemBlockForestry,Analyzer
Forestry:soil,1008,true,Forestry,forestry.core.items.ItemBlockTyped,Humus
Forestry:resources,1009,true,Forestry,forestry.core.items.ItemBlockForestry,Apatite Ore
Forestry:resourceStorage,1010,true,Forestry,forestry.core.items.ItemBlockForestry,Block of Apatite
Forestry:fluid.bioethanol,1011,true,Forestry,net.minecraft.item.ItemBlock,Ethanol
Forestry:fluid.biomass,1012,true,Forestry,net.minecraft.item.ItemBlock,Biomass
Forestry:fluid.glass,1013,true,Forestry,net.minecraft.item.ItemBlock,Liquid Glass
Forestry:fluid.honey,1014,true,Forestry,net.minecraft.item.ItemBlock,Honey
Forestry:fluid.ice,1015,true,Forestry,net.minecraft.item.ItemBlock,Crushed Ice
Forestry:fluid.juice,1016,true,Forestry,net.minecraft.item.ItemBlock,Fruit Juice
Forestry:fluid.seedoil,1017,true,Forestry,net.minecraft.item.ItemBlock,Seed Oil
Forestry:fluid.short.mead,1018,true,Forestry,net.minecraft.item.ItemBlock,Short Mead
Forestry:fluid.mead,1019,true,Forestry,net.minecraft.item.ItemBlock,Mead
Forestry:apiculture,1020,true,Forestry,forestry.core.items.ItemBlockForestry,Apiary
Forestry:apicultureChest,1021,true,Forestry,forestry.core.items.ItemBlockForestry,Apiarist's Chest
Forestry:beehives,1022,true,Forestry,forestry.core.items.ItemBlockForestry,tile.for.beehives.0.name
Forestry:candle,1023,true,Forestry,forestry.apiculture.items.ItemBlockCandle,Unlit Candle
Forestry:stump,1024,true,Forestry,forestry.core.items.ItemBlockForestry,Candle Stump
Forestry:alveary,1025,true,Forestry,forestry.core.items.ItemBlockForestry,Alveary
Forestry:logs,1026,true,Forestry,forestry.arboriculture.items.ItemBlockWood,Larch Wood
Forestry:planks,1027,true,Forestry,forestry.arboriculture.items.ItemBlockWood,Larch Wood Planks
Forestry:slabs,1028,true,Forestry,forestry.arboriculture.items.ItemBlockWoodSlab,Larch Wood Slab
Forestry:slabsDouble,1029,true,Forestry,forestry.arboriculture.items.ItemBlockWoodSlab,Larch Wood Slab
Forestry:fences,1030,true,Forestry,forestry.arboriculture.items.ItemBlockWood,Larch Fence
Forestry:stairs,1031,true,Forestry,forestry.arboriculture.items.ItemBlockWood,Larch Stairs
Forestry:logsFireproof,1032,true,Forestry,forestry.arboriculture.items.ItemBlockWood,Larch Wood (Fireproof)
Forestry:planksFireproof,1033,true,Forestry,forestry.arboriculture.items.ItemBlockWood,Larch Wood Planks (Fireproof)
Forestry:slabsFireproof,1034,true,Forestry,forestry.arboriculture.items.ItemBlockWoodSlab,Larch Wood Slab (Fireproof)
Forestry:slabsDoubleFireproof,1035,true,Forestry,forestry.arboriculture.items.ItemBlockWoodSlab,Larch Wood Slab (Fireproof)
Forestry:fencesFireproof,1036,true,Forestry,forestry.arboriculture.items.ItemBlockWood,Larch Fence (Fireproof)
Forestry:stairsFireproof,1037,true,Forestry,forestry.arboriculture.items.ItemBlockWood,Larch Stairs (Fireproof)
Forestry:saplingGE,1038,true,Forestry,forestry.core.items.ItemBlockForestry,Sapling
Forestry:leaves,1039,true,Forestry,forestry.arboriculture.items.ItemBlockLeaves,Leaves
Forestry:pods,1040,true,Forestry,forestry.core.items.ItemBlockForestry,Pod
Forestry:arboriculture,1041,true,Forestry,forestry.core.items.ItemBlockForestry,Arborist's Chest
Forestry:engine,1042,true,Forestry,forestry.core.items.ItemBlockForestry,Electrical Engine
Forestry:factory,1043,true,Forestry,forestry.core.items.ItemBlockForestry,Bottler
Forestry:factory2,1044,true,Forestry,forestry.core.items.ItemBlockNBT,Thermionic Fabricator
Forestry:mushroom,1045,true,Forestry,forestry.core.items.ItemBlockTyped,Mushroom
Forestry:ffarm,1046,true,Forestry,forestry.farming.items.ItemBlockFarm,Farm Block
Forestry:lepidopterology,1047,true,Forestry,forestry.core.items.ItemBlockForestry,Lepidopterist's Chest
Forestry:mail,1048,true,Forestry,forestry.core.items.ItemBlockForestry,Mailbox
BuildCraft|Builders:machineBlock,1049,true,BuildCraft|Builders,buildcraft.core.lib.items.ItemBlockBuildCraft,Quarry
BuildCraft|Builders:fillerBlock,1050,true,BuildCraft|Builders,buildcraft.core.lib.items.ItemBlockBuildCraft,Filler
BuildCraft|Builders:frameBlock,1051,true,BuildCraft|Builders,buildcraft.core.lib.items.ItemBlockBuildCraft,Frame
BuildCraft|Builders:builderBlock,1052,true,BuildCraft|Builders,buildcraft.core.lib.items.ItemBlockBuildCraft,Builder
BuildCraft|Builders:architectBlock,1053,true,BuildCraft|Builders,buildcraft.core.lib.items.ItemBlockBuildCraft,Architect Table
BuildCraft|Builders:libraryBlock,1054,true,BuildCraft|Builders,buildcraft.core.lib.items.ItemBlockBuildCraft,Electronic Library
BuildCraft|Builders:constructionMarkerBlock,1055,true,BuildCraft|Builders,buildcraft.builders.ItemConstructionMarker,Construction Mark
BuildCraft|Factory:miningWellBlock,1056,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft,Mining Well
BuildCraft|Factory:plainPipeBlock,1057,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft,Mining Pipe
BuildCraft|Factory:autoWorkbenchBlock,1058,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft,Auto Workbench
BuildCraft|Factory:tankBlock,1059,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft,Tank
BuildCraft|Factory:pumpBlock,1060,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft,Pump
BuildCraft|Factory:floodGateBlock,1061,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft,Flood Gate
BuildCraft|Factory:refineryBlock,1062,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft,Refinery
BuildCraft|Factory:blockHopper,1063,true,BuildCraft|Factory,buildcraft.core.lib.items.ItemBlockBuildCraft,Chute
Railcraft:fluid.creosote,1064,true,Railcraft,net.minecraft.item.ItemBlock,Creosote
Railcraft:fluid.steam,1065,true,Railcraft,net.minecraft.item.ItemBlock,Steam
Railcraft:cube,1066,true,Railcraft,mods.railcraft.common.blocks.aesthetics.cube.ItemCube,Block of Coal Coke
Railcraft:anvil,1067,true,Railcraft,mods.railcraft.common.blocks.anvil.ItemAnvilBlock,Steel Anvil
Railcraft:machine.alpha,1068,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine,World Anchor
Railcraft:machine.beta,1069,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine,Iron Tank Wall
Railcraft:track,1070,true,Railcraft,mods.railcraft.common.blocks.tracks.ItemTrack,tile.railcraft.default.name
Railcraft:track.elevator,1071,true,Railcraft,mods.railcraft.common.blocks.ItemBlockRailcraft,Elevator Track
Railcraft:signal,1072,true,Railcraft,mods.railcraft.common.blocks.signals.ItemSignal,Signal Interlock Box
Railcraft:stair,1073,true,Railcraft,mods.railcraft.common.blocks.aesthetics.stairs.ItemStair,Sandy Brick Stairs
Railcraft:slab,1074,true,Railcraft,mods.railcraft.common.blocks.aesthetics.slab.ItemSlab,Sandy Brick Slab
Railcraft:lantern.stone,1075,true,Railcraft,mods.railcraft.common.blocks.aesthetics.lantern.ItemLantern,Abyssal Stone Lantern
Railcraft:lantern.metal,1076,true,Railcraft,mods.railcraft.common.blocks.aesthetics.lantern.ItemLantern,Iron Lantern
Railcraft:brick.abyssal,1077,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick,Abyssal Brick
Railcraft:brick.bleachedbone,1078,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick,Bleached Bone Brick
Railcraft:brick.bloodstained,1079,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick,Blood Stained Brick
Railcraft:brick.frostbound,1080,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick,Frost Bound Brick
Railcraft:brick.infernal,1081,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick,Infernal Brick
Railcraft:brick.quarried,1082,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick,Quarried Brick
Railcraft:brick.sandy,1083,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick,Sandy Brick
Railcraft:brick.nether,1084,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick,tile.railcraft.brick.nether.brick.name
Railcraft:post,1085,true,Railcraft,mods.railcraft.common.blocks.aesthetics.post.ItemPost,Wooden Post
Railcraft:post.metal,1086,true,Railcraft,mods.railcraft.common.blocks.aesthetics.post.ItemPostMetal,Black Metal Post
Railcraft:post.metal.platform,1087,true,Railcraft,mods.railcraft.common.blocks.aesthetics.post.ItemPostMetal,Black Metal Platform
Railcraft:wall.alpha,1088,true,Railcraft,mods.railcraft.common.blocks.aesthetics.wall.ItemWall,Infernal Brick Wall
Railcraft:wall.beta,1089,true,Railcraft,mods.railcraft.common.blocks.aesthetics.wall.ItemWall,Quartz Wall
Railcraft:glass,1090,true,Railcraft,mods.railcraft.common.blocks.aesthetics.glass.ItemStrengthGlass,Strengthened Glass
Railcraft:detector,1091,true,Railcraft,mods.railcraft.common.blocks.detector.ItemDetector,Detector - Item
Railcraft:machine.gamma,1092,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine,Item Loader
Railcraft:machine.epsilon,1093,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine,Electric Feeder Unit
Railcraft:machine.zeta,1094,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine,Aluminium Tank Wall
Railcraft:machine.eta,1095,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine,Iridium Tank Wall
Railcraft:ore,1096,true,Railcraft,mods.railcraft.common.blocks.ore.ItemOre,Sulfur Ore
Railcraft:worldlogic,1097,true,Railcraft,net.minecraft.item.ItemBlock,Saltpeter Ore Spawner
Railcraft:firestone.recharge,1098,true,Railcraft,net.minecraft.item.ItemBlock,Recharging Firestone
Railcraft:frame,1099,true,Railcraft,mods.railcraft.common.blocks.ItemBlockRailcraft,Wire Support Frame
Railcraft:machine.delta,1100,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine,Electric Shunting Wire
EnderIO:blockStirlingGenerator,1101,true,EnderIO,net.minecraft.item.ItemBlock,Stirling Generator
EnderIO:blockCombustionGenerator,1102,true,EnderIO,net.minecraft.item.ItemBlock,Combustion Generator
EnderIO:blockZombieGenerator,1103,true,EnderIO,net.minecraft.item.ItemBlock,Zombie Generator
EnderIO:blockFrankenzombieGenerator,1104,true,EnderIO,net.minecraft.item.ItemBlock,Frank'N'Zombie Generator
EnderIO:blockEnderGenerator,1105,true,EnderIO,net.minecraft.item.ItemBlock,Ender Generator
EnderIO:blockSolarPanel,1106,true,EnderIO,crazypants.enderio.machine.solar.BlockItemSolarPanel,Photovoltaic Cell
EnderIO:blockSagMill,1107,true,EnderIO,net.minecraft.item.ItemBlock,SAG Mill
EnderIO:blockAlloySmelter,1108,true,EnderIO,net.minecraft.item.ItemBlock,Alloy Smelter
EnderIO:blockCapBank,1109,true,EnderIO,crazypants.enderio.machine.capbank.BlockItemCapBank,Chaotic Capacitor Bank
EnderIO:blockPainter,1110,true,EnderIO,net.minecraft.item.ItemBlock,Painting Machine
EnderIO:blockPaintedFence,1111,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedFence,Painted Fence
EnderIO:blockPaintedFenceGate,1112,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedFenceGate,Painted Gate
EnderIO:blockPaintedWall,1113,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedWall,Painted Wall
EnderIO:blockPaintedStair,1114,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedStair,Painted Stairs
EnderIO:blockPaintedSlab,1115,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedSlab,Painted Slab
EnderIO:blockPaintedDoubleSlab,1116,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedSlab,Painted Slab
EnderIO:blockCrafter,1117,true,EnderIO,net.minecraft.item.ItemBlock,Crafter
EnderIO:blockPaintedGlowstone,1118,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedGlowstone,Painted Glowstone
EnderIO:blockPaintedCarpet,1119,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedCarpet,Painted Carpet
EnderIO:blockVat,1120,true,EnderIO,net.minecraft.item.ItemBlock,The Vat
EnderIO:blockPowerMonitor,1121,true,EnderIO,net.minecraft.item.ItemBlock,Power Monitor
EnderIO:blockFarmStation,1122,true,EnderIO,net.minecraft.item.ItemBlock,Farming Station
EnderIO:blockWirelessCharger,1123,true,EnderIO,net.minecraft.item.ItemBlock,Wireless Charger
EnderIO:blockHyperCube,1124,true,EnderIO,net.minecraft.item.ItemBlock,Dimensional Transceiver (Deprecated)
EnderIO:blockTank,1125,true,EnderIO,crazypants.enderio.machine.tank.BlockItemTank,Fluid Tank
EnderIO:blockReservoir,1126,true,EnderIO,net.minecraft.item.ItemBlock,Reservoir
EnderIO:blockVacuumChest,1127,true,EnderIO,net.minecraft.item.ItemBlock,Vacuum Chest
EnderIO:blockTransceiver,1128,true,EnderIO,net.minecraft.item.ItemBlock,Dimensional Transceiver
EnderIO:blockBuffer,1129,true,EnderIO,crazypants.enderio.machine.buffer.BlockItemBuffer,Item Buffer
EnderIO:blockInventoryPanel,1130,true,EnderIO,crazypants.enderio.machine.invpanel.BlockItemInventoryPanel,Inventory Panel
EnderIO:blockEnderIo,1131,true,EnderIO,net.minecraft.item.ItemBlock,Ender IO
EnderIO:blockTravelAnchor,1132,true,EnderIO,net.minecraft.item.ItemBlock,Travel Anchor
EnderIO:blockTelePad,1133,true,EnderIO,net.minecraft.item.ItemBlock,Telepad Block
EnderIO:blockSliceAndSplice,1134,true,EnderIO,net.minecraft.item.ItemBlock,Slice'N'Splice
EnderIO:blockSoulBinder,1135,true,EnderIO,net.minecraft.item.ItemBlock,Soul Binder
EnderIO:blockPoweredSpawner,1136,true,EnderIO,net.minecraft.item.ItemBlock,Powered Spawner
EnderIO:blockKillerJoe,1137,true,EnderIO,net.minecraft.item.ItemBlock,Killer Joe
EnderIO:blockAttractor,1138,true,EnderIO,net.minecraft.item.ItemBlock,Attractor Obelisk
EnderIO:blockSpawnGuard,1139,true,EnderIO,net.minecraft.item.ItemBlock,Aversion Obelisk
EnderIO:blockExperienceObelisk,1140,true,EnderIO,net.minecraft.item.ItemBlock,Experience Obelisk
EnderIO:blockWeatherObelisk,1141,true,EnderIO,net.minecraft.item.ItemBlock,Weather Obelisk
EnderIO:blockInhibitorObelisk,1142,true,EnderIO,net.minecraft.item.ItemBlock,Inhibitor Obelisk
EnderIO:blockEnchanter,1143,true,EnderIO,net.minecraft.item.ItemBlock,Enchanter
EnderIO:blockDarkSteelPressurePlate,1144,true,EnderIO,crazypants.enderio.block.BlockItemDarkSteelPressurePlate,Dark Pressure Plate
EnderIO:blockDarkSteelAnvil,1145,true,EnderIO,net.minecraft.item.ItemAnvilBlock,Dark Steel Anvil
EnderIO:blockDarkSteelLadder,1146,true,EnderIO,net.minecraft.item.ItemBlock,Dark Steel Ladder
EnderIO:blockElectricLight,1147,true,EnderIO,crazypants.enderio.machine.light.BlockItemElectricLight,Powered Light
EnderIO:blockLightNode,1148,true,EnderIO,net.minecraft.item.ItemBlock,Light Node
EnderIO:blockReinforcedObsidian,1149,true,EnderIO,net.minecraft.item.ItemBlock,Reinforced Obsidian
EnderIO:blockFusedQuartz,1150,true,EnderIO,crazypants.enderio.material.ItemFusedQuartz,Fused Quartz
EnderIO:blockEnderRail,1151,true,EnderIO,net.minecraft.item.ItemBlock,Ender Rail
EnderIO:blockConduitBundle,1152,true,EnderIO,net.minecraft.item.ItemBlock,Conduit Connector
EnderIO:blockConduitFacade,1153,true,EnderIO,net.minecraft.item.ItemBlock,Conduit Facade
EnderIO:blockEndermanSkull,1154,true,EnderIO,crazypants.enderio.item.skull.ItemEndermanSkull,Enderman Head
EnderIO:blockNutrient_distillation,1155,true,EnderIO,net.minecraft.item.ItemBlock,Nutrient Distillation
EnderIO:blockHootch,1156,true,EnderIO,net.minecraft.item.ItemBlock,Hootch
EnderIO:blockRocket_fuel,1157,true,EnderIO,net.minecraft.item.ItemBlock,Rocket Fuel
EnderIO:blockFire_water,1158,true,EnderIO,net.minecraft.item.ItemBlock,Fire Water
EnderIO:blockLiquid_sunshine,1159,true,EnderIO,net.minecraft.item.ItemBlock,Liquid Sunshine
EnderIO:blockCloud_seed,1160,true,EnderIO,net.minecraft.item.ItemBlock,Cloud Seed
EnderIO:blockCloud_seed_concentrated,1161,true,EnderIO,net.minecraft.item.ItemBlock,Concentrated Cloud Seed
EnderIO:blockEnder_distillation,1162,true,EnderIO,net.minecraft.item.ItemBlock,Dew of the Void
EnderIO:blockVapor_of_levity,1163,true,EnderIO,net.minecraft.item.ItemBlock,Vapor of Levity
EnderIO:blockIngotStorage,1164,true,EnderIO,crazypants.enderio.material.BlockItemIngotStorage,Electrical Steel Block
EnderIO:blockIngotStorageEndergy,1165,true,EnderIO,crazypants.enderio.material.endergy.BlockItemIngotStorageEndergy,Clay Compound Block
EnderIO:blockDarkIronBars,1166,true,EnderIO,crazypants.enderio.material.BlockItemDarkIronBars,Dark Steel Bars
EnderIO:blockSoulariumBars,1167,true,EnderIO,crazypants.enderio.material.BlockItemDarkIronBars,Soularium Bars
EnderIO:blockEndSteelBars,1168,true,EnderIO,crazypants.enderio.material.BlockItemDarkIronBars,End Steel Bars
supersolarpanel:SingularSolarPanel,1169,true,supersolarpanel,com.supsolpans.itemblock.ItemBlockSSP,Singular Solar Panel
supersolarpanel:SpectralSolarPanel,1170,true,supersolarpanel,com.supsolpans.itemblock.ItemBlockSpSP,Spectral Solar Panel
supersolarpanel:AdminSolarPanel,1171,true,supersolarpanel,com.supsolpans.itemblock.ItemBlockAdmSP,Light-Absorbing Solar Panel
supersolarpanel:PhotonicSolarPanel,1172,true,supersolarpanel,com.supsolpans.itemblock.ItemBlockPhotonSP,Photonic Solar Panel
dreamcraft:tile.QuadrupleCompressedCoalCoke,1173,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Quadruple Compressed Coal Coke
dreamcraft:tile.CompressedCoalCoke,1174,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Compressed Coal Coke
dreamcraft:tile.SandClayMix,1175,true,dreamcraft,net.minecraft.item.ItemBlock,Sand Clay Mix
dreamcraft:tile.NaquadahPlatedReinforcedStone,1176,true,dreamcraft,net.minecraft.item.ItemBlock,Naquadah Plated Reinforced Stone
dreamcraft:tile.QuintupleCompressedCoalCoke,1177,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Quintuple Compressed Coal Coke
dreamcraft:tile.Ledox,1178,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Ledox
dreamcraft:tile.SteelPlatedReinforcedStone,1179,true,dreamcraft,net.minecraft.item.ItemBlock,Steel Plated Reinforced Stone
dreamcraft:tile.CallistoColdIce,1180,true,dreamcraft,net.minecraft.item.ItemBlock,Callisto Cold Ice Block
dreamcraft:tile.PistonBlock,1181,true,dreamcraft,net.minecraft.item.ItemBlock,Piston Block
dreamcraft:tile.TitaniumPlatedReinforcedStone,1182,true,dreamcraft,net.minecraft.item.ItemBlock,Titanium Plated Reinforced Stone
dreamcraft:tile.QuadrupleCompressedCoal,1183,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Quadruple Compressed Coal
dreamcraft:tile.CompressedCoal,1184,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Compressed Coal
dreamcraft:tile.Mytryl,1185,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Mytryl
dreamcraft:tile.BloodyThaumium,1186,true,dreamcraft,net.minecraft.item.ItemBlock,Blood-Soaked Thaumium Block
dreamcraft:tile.NeutroniumPlatedReinforcedStone,1187,true,dreamcraft,net.minecraft.item.ItemBlock,Neutronium Plated Reinforced Stone
dreamcraft:tile.BloodyIchorium,1188,true,dreamcraft,net.minecraft.item.ItemBlock,Blood-Soaked Ichorium Block
dreamcraft:tile.ManaPowder,1189,true,dreamcraft,net.minecraft.item.ItemBlock,Mana Powder Block
dreamcraft:tile.MysteriousCrystal,1190,true,dreamcraft,net.minecraft.item.ItemBlock,Mysterious Crystal Block
dreamcraft:tile.TripleCompressedCoal,1191,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Triple Compressed Coal
dreamcraft:tile.TripleCompressedCharcoal,1192,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Triple Compressed Charcoal
dreamcraft:tile.BronzePlatedReinforcedStone,1193,true,dreamcraft,net.minecraft.item.ItemBlock,Bronze Plated Reinforced Stone
dreamcraft:tile.QuintupleCompressedCoal,1194,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Quintuple Compressed Coal
dreamcraft:tile.TripleCompressedCoalCoke,1195,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Triple Compressed Coal Coke
dreamcraft:tile.QuintupleCompressedCharcoal,1196,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Quintuple Compressed Charcoal
dreamcraft:tile.TungstensteelPlatedReinforcedStone,1197,true,dreamcraft,net.minecraft.item.ItemBlock,Tungstensteel Plated Reinforced Stone
dreamcraft:tile.BloodyVoid,1198,true,dreamcraft,net.minecraft.item.ItemBlock,Blood-Soaked Void Block
dreamcraft:tile.PixieDust,1199,true,dreamcraft,net.minecraft.item.ItemBlock,Pixie Dust Block
dreamcraft:tile.BlackPlutonium,1200,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Black Plutonium
dreamcraft:tile.ManaPearl,1201,true,dreamcraft,net.minecraft.item.ItemBlock,Mana Pearl Block
dreamcraft:tile.DoubleCompressedCoal,1202,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Double Compressed Coal
dreamcraft:tile.DoubleCompressedCharcoal,1203,true,dreamcraft,net.minecraft.item.ItemBlock,Block of Double Compressed Charcoal
dreamcraft:tile.CompressedGraphite,1204,true,dreamcraft,net.minecraft.item.ItemBlock,Compressed Graphite
dreamcraft:tile.Gaia,1205,true,dreamcraft,net.minecraft.item.ItemBlock,Gaia Spirit Block
